date,customer_id,product_id,product_name,category,price,quantity,total_amount,is_anomaly
2023-01-14,428,86,Product 86,Clothing,547.06,2,1094.12,False
2023-11-04,413,25,Product 25,Groceries,229.56,1,229.56,False
2023-04-04,375,78,Product 78,Groceries,142.35,1,142.35,False
2023-04-11,428,66,Product 66,Home,184.55,2,369.09,False
2023-08-09,298,18,Product 18,Home,343.71,1,343.71,False
2023-09-09,375,32,Product 32,Clothing,351.21,1,351.21,False
2023-05-24,393,9,Product 9,Clothing,117.0,4,468.01,False
2023-01-12,290,23,Product 23,Beauty,130.83,1,130.83,False
2023-07-12,201,88,Product 88,Home,123.87,4,495.48,False
2023-03-04,182,83,Product 83,Beauty,228.57,1,228.57,False
2023-12-07,120,12,Product 12,Groceries,19.19,3,57.56,False
2023-09-03,112,87,Product 87,Groceries,40.63,3,121.9,False
2023-07-07,120,77,Product 77,Electronics,119.8,3,359.4,False
2023-10-02,294,68,Product 68,Electronics,117.58,3,352.75,False
2023-09-20,117,51,Product 51,Home,329.69,2,659.38,False
2023-01-02,290,63,Product 63,Beauty,441.75,1,441.75,False
2023-05-04,307,51,Product 51,Home,43.34,3,130.02,True
2023-02-06,229,19,Product 19,Beauty,260.39,4,1041.57,False
2023-03-19,47,59,Product 59,Beauty,138.81,3,416.43,False
2023-12-13,392,79,Product 79,Clothing,351.78,3,1055.34,False
2023-01-22,481,35,Product 35,Clothing,281.34,4,1125.38,False
2023-09-25,385,44,Product 44,Home,34.63,3,103.88,False
2023-10-14,327,92,Product 92,Home,79.16,1,79.16,False
2023-07-31,430,16,Product 16,Home,162.64,3,487.93,False
2023-12-17,33,88,Product 88,Home,137.6,4,550.42,False
2023-11-05,307,52,Product 52,Clothing,111.67,1,111.67,False
2023-12-23,94,54,Product 54,Clothing,24.6,4,98.39,False
2023-04-12,263,34,Product 34,Beauty,219.16,3,657.48,False
2023-10-23,400,79,Product 79,Clothing,293.71,1,293.71,False
2023-11-22,301,11,Product 11,Clothing,239.3,2,478.59,False
2023-06-29,334,44,Product 44,Home,48.22,1,48.22,False
2023-07-02,205,13,Product 13,Home,254.31,1,254.31,False
2023-06-19,104,39,Product 39,Beauty,44.23,4,176.9,False
2023-12-20,183,31,Product 31,Clothing,240.75,3,722.24,False
2023-09-15,118,62,Product 62,Beauty,111.78,2,223.57,False
2023-04-09,18,55,Product 55,Beauty,134.74,2,269.48,False
2023-04-25,169,60,Product 60,Home,375.95,2,751.9,False
2023-01-16,500,21,Product 21,Groceries,286.32,4,1145.3,False
2023-05-10,328,7,Product 7,Home,23.17,2,46.33,False
2023-09-07,6,84,Product 84,Electronics,101.85,1,101.85,False
2023-11-26,483,42,Product 42,Home,92.66,3,277.99,False
2023-10-08,330,22,Product 22,Clothing,135.21,2,270.42,False
2023-10-22,489,80,Product 80,Beauty,120.93,1,120.93,False
2023-04-28,498,36,Product 36,Clothing,519.73,3,1559.2,False
2023-08-29,325,18,Product 18,Home,361.43,2,722.87,False
2023-10-14,442,40,Product 40,Electronics,342.04,2,684.08,False
2023-08-21,153,41,Product 41,Groceries,122.55,4,490.21,False
2023-10-26,326,32,Product 32,Clothing,366.54,2,733.08,False
2023-10-11,252,10,Product 10,Beauty,255.98,1,255.98,False
2023-11-26,121,55,Product 55,Beauty,100.69,1,100.69,False
2023-04-30,307,100,Product 100,Electronics,131.29,2,262.57,False
2023-07-14,130,24,Product 24,Groceries,196.95,2,393.91,False
2023-11-12,177,52,Product 52,Clothing,102.89,4,411.54,False
2023-04-29,90,2,Product 2,Home,489.64,3,1468.91,False
2023-04-18,3,89,Product 89,Beauty,369.52,1,369.52,False
2023-06-03,226,74,Product 74,Clothing,185.17,4,740.67,False
2023-08-31,26,69,Product 69,Home,193.25,4,773.01,False
2023-04-09,31,30,Product 30,Beauty,542.33,3,1626.98,False
2023-10-31,415,97,Product 97,Groceries,397.02,3,1191.06,False
2023-08-21,39,22,Product 22,Clothing,126.59,1,126.59,False
2023-01-29,455,23,Product 23,Beauty,127.1,1,127.1,False
2023-03-01,84,82,Product 82,Clothing,293.6,3,880.8,False
2023-04-28,88,35,Product 35,Clothing,317.89,1,317.89,False
2023-09-03,265,86,Product 86,Clothing,365.11,2,730.21,False
2023-04-16,157,48,Product 48,Beauty,466.67,4,1866.7,False
2023-09-23,180,8,Product 8,Clothing,297.13,3,891.38,False
2023-07-17,388,33,Product 33,Groceries,29.41,1,29.41,False
2023-04-29,155,30,Product 30,Beauty,601.52,4,2406.08,False
2023-02-19,322,59,Product 59,Beauty,152.86,1,152.86,False
2023-10-03,486,41,Product 41,Groceries,114.96,2,229.91,False
2023-08-19,334,66,Product 66,Home,144.52,1,144.52,False
2023-06-18,261,92,Product 92,Home,106.77,4,427.07,False
2023-11-24,5,13,Product 13,Home,286.82,3,860.45,False
2023-05-12,325,10,Product 10,Beauty,372.31,2,744.62,False
2023-04-04,30,28,Product 28,Groceries,200.26,4,801.05,False
2023-01-14,186,41,Product 41,Groceries,178.58,3,535.75,False
2023-02-08,391,40,Product 40,Electronics,412.8,2,825.6,False
2023-05-25,255,18,Product 18,Home,437.82,1,437.82,False
2023-02-16,310,91,Product 91,Electronics,89.19,4,356.75,False
2023-07-17,487,91,Product 91,Electronics,82.88,2,165.76,False
2023-12-19,476,65,Product 65,Groceries,470.03,3,1410.09,False
2023-12-16,406,92,Product 92,Home,103.26,4,413.06,False
2023-05-11,83,66,Product 66,Home,188.75,1,188.75,False
2023-04-07,84,73,Product 73,Beauty,416.94,4,1667.75,False
2023-11-01,303,70,Product 70,Groceries,180.42,2,360.84,False
2023-09-19,84,42,Product 42,Home,88.23,3,264.68,False
2023-10-27,240,100,Product 100,Electronics,100.67,2,201.35,False
2023-09-14,311,9,Product 9,Clothing,82.76,4,331.06,False
2023-04-20,478,72,Product 72,Home,238.97,4,955.88,False
2023-03-04,21,92,Product 92,Home,125.06,1,125.06,False
2023-12-01,175,37,Product 37,Groceries,265.64,3,796.92,False
2023-09-26,90,22,Product 22,Clothing,118.02,2,236.04,False
2023-06-19,42,61,Product 61,Groceries,431.81,2,863.63,False
2023-07-15,350,2,Product 2,Home,321.19,3,963.58,False
2023-03-17,342,48,Product 48,Beauty,407.62,4,1630.47,False
2023-06-02,441,66,Product 66,Home,161.75,1,161.75,False
2023-06-26,343,83,Product 83,Beauty,178.84,1,178.84,False
2023-01-11,480,80,Product 80,Beauty,170.51,1,170.51,False
2023-05-15,11,57,Product 57,Groceries,508.87,4,2035.47,False
2023-09-19,159,95,Product 95,Home,262.63,3,787.88,False
2023-12-20,32,89,Product 89,Beauty,299.14,1,299.14,False
2023-04-09,347,84,Product 84,Electronics,154.76,2,309.51,False
2023-12-20,140,5,Product 5,Home,447.98,2,895.95,False
2023-04-09,318,41,Product 41,Groceries,180.35,2,360.7,False
2023-11-25,229,88,Product 88,Home,105.44,2,210.88,False
2023-05-29,244,46,Product 46,Electronics,352.17,2,704.35,False
2023-04-25,297,60,Product 60,Home,405.33,1,405.33,False
2023-09-28,417,60,Product 60,Home,301.08,3,903.25,False
2023-05-31,265,95,Product 95,Home,402.16,3,1206.48,False
2023-02-12,57,87,Product 87,Groceries,53.23,4,212.9,False
2023-12-08,379,2,Product 2,Home,374.67,4,1498.68,False
2023-05-14,204,17,Product 17,Groceries,310.57,2,621.14,False
2023-10-01,182,36,Product 36,Clothing,386.04,3,1158.13,False
2023-02-25,8,58,Product 58,Beauty,316.67,4,1266.68,False
2023-07-18,63,21,Product 21,Groceries,245.62,1,245.62,False
2023-08-14,359,42,Product 42,Home,94.34,1,94.34,False
2023-09-08,451,80,Product 80,Beauty,120.73,1,120.73,False
2023-04-10,204,50,Product 50,Home,77.98,3,233.93,False
2023-07-23,59,83,Product 83,Beauty,148.72,3,446.16,False
2023-08-01,16,87,Product 87,Groceries,37.9,3,113.69,False
2023-08-06,389,10,Product 10,Beauty,258.45,2,516.9,False
2023-09-15,399,73,Product 73,Beauty,302.07,2,604.15,False
2023-12-08,219,33,Product 33,Groceries,31.84,2,63.68,False
2023-04-03,200,96,Product 96,Home,198.17,4,792.68,False
2023-09-16,134,12,Product 12,Groceries,18.69,2,37.38,False
2023-07-28,304,82,Product 82,Clothing,228.75,4,915.0,False
2023-02-14,132,86,Product 86,Clothing,575.36,1,575.36,False
2023-01-26,26,99,Product 99,Home,176.47,3,529.4,False
2023-08-10,312,12,Product 12,Groceries,16.37,3,49.12,False
2023-04-23,212,81,Product 81,Electronics,172.96,1,172.96,False
2023-03-18,206,31,Product 31,Clothing,257.76,3,773.28,False
2023-10-13,256,58,Product 58,Beauty,204.55,2,409.1,False
2023-08-30,287,36,Product 36,Clothing,370.22,1,370.22,False
2023-05-30,249,39,Product 39,Beauty,47.02,2,94.03,False
2023-01-02,396,39,Product 39,Beauty,47.39,1,47.39,False
2023-09-18,440,70,Product 70,Groceries,15.49,1,15.49,True
2023-08-01,240,65,Product 65,Groceries,398.13,1,398.13,False
2023-01-23,278,95,Product 95,Home,397.7,33,13124.22,True
2023-05-16,225,20,Product 20,Clothing,553.95,2,1107.9,False
2023-12-07,385,3,Product 3,Beauty,88.6,2,177.2,False
2023-04-24,379,64,Product 64,Groceries,147.9,3,443.7,False
2023-03-29,43,74,Product 74,Clothing,221.36,1,221.36,False
2023-12-03,86,58,Product 58,Beauty,293.72,3,881.16,False
2023-06-16,354,74,Product 74,Clothing,189.22,2,378.44,False
2023-02-16,340,56,Product 56,Electronics,199.27,2,398.54,False
2023-04-29,131,85,Product 85,Clothing,298.36,2,596.72,False
2023-10-01,300,17,Product 17,Groceries,250.28,3,750.83,False
2023-02-28,391,51,Product 51,Home,493.04,1,493.04,False
2023-08-19,279,89,Product 89,Beauty,259.06,2,518.13,False
2023-07-15,319,6,Product 6,Groceries,76.96,3,230.87,False
2023-12-05,346,68,Product 68,Electronics,155.58,3,466.73,False
2023-12-14,22,33,Product 33,Groceries,32.33,3,96.99,False
2023-08-12,320,77,Product 77,Electronics,105.74,3,317.23,False
2023-11-04,155,84,Product 84,Electronics,122.44,2,244.88,False
2023-08-19,273,47,Product 47,Clothing,47.67,3,143.0,False
2023-07-26,361,1,Product 1,Groceries,463.24,2,926.48,False
2023-02-26,447,15,Product 15,Groceries,218.92,2,437.85,False
2023-04-18,299,41,Product 41,Groceries,162.79,2,325.59,False
2023-07-27,254,89,Product 89,Beauty,271.78,1,271.78,False
2023-02-18,392,86,Product 86,Clothing,622.08,4,2488.33,False
2023-01-20,315,12,Product 12,Groceries,21.51,1,21.51,False
2023-02-27,59,32,Product 32,Clothing,527.81,2,1055.62,False
2023-09-28,59,98,Product 98,Clothing,346.11,4,1384.42,False
2023-11-29,43,17,Product 17,Groceries,269.97,3,809.9,False
2023-11-28,428,43,Product 43,Home,340.66,1,340.66,False
2023-07-20,487,45,Product 45,Clothing,61.5,3,184.5,False
2023-01-13,193,2,Product 2,Home,458.05,3,1374.16,False
2023-08-28,105,99,Product 99,Home,135.54,2,271.08,False
2023-02-05,283,20,Product 20,Clothing,553.15,4,2212.59,False
2023-02-17,236,54,Product 54,Clothing,26.98,2,53.96,False
2023-01-13,139,46,Product 46,Electronics,367.73,1,367.73,False
2023-10-08,176,1,Product 1,Groceries,356.8,4,1427.21,False
2023-02-12,341,4,Product 4,Home,68.71,2,137.43,False
2023-06-18,97,38,Product 38,Electronics,160.49,3,481.46,False
2023-08-02,115,49,Product 49,Home,213.82,1,213.82,False
2023-09-30,400,30,Product 30,Beauty,377.24,2,754.48,False
2023-03-01,271,83,Product 83,Beauty,217.88,4,871.51,False
2023-06-17,30,53,Product 53,Home,271.73,1,271.73,False
2023-11-11,251,60,Product 60,Home,326.17,4,1304.68,False
2023-04-23,65,42,Product 42,Home,136.42,2,272.84,False
2023-10-10,296,47,Product 47,Clothing,45.7,3,137.11,False
2023-06-22,62,89,Product 89,Beauty,306.48,3,919.44,False
2023-09-13,8,1,Product 1,Groceries,357.17,1,357.17,False
2023-05-31,423,24,Product 24,Groceries,265.1,1,265.1,False
2023-12-11,201,26,Product 26,Home,429.55,3,1288.64,False
2023-06-18,63,63,Product 63,Beauty,468.77,4,1875.07,False
2023-09-30,365,15,Product 15,Groceries,162.4,2,324.8,False
2023-03-31,133,29,Product 29,Clothing,378.74,3,1136.22,False
2023-08-27,8,8,Product 8,Clothing,281.12,2,562.24,False
2023-07-18,393,100,Product 100,Electronics,100.27,1,100.27,False
2023-11-29,345,18,Product 18,Home,369.27,1,369.27,False
2023-05-15,479,71,Product 71,Home,16.2,4,64.78,False
2023-05-21,100,28,Product 28,Groceries,188.16,4,752.62,False
2023-11-08,322,75,Product 75,Home,148.89,1,148.89,False
2023-05-27,86,85,Product 85,Clothing,309.34,4,1237.36,False
