customer_id,age,gender,annual_income,loyalty_score
154,66,F,42215.38636070855,67.19567877251866
155,19,Other,89554.77516583836,48.185328928514785
156,62,M,44315.68731247804,33.04424440402013
157,36,M,115712.13388080346,53.45416229493055
158,18,F,119811.33518756904,9.641727779377868
159,28,Other,82548.21324112627,53.726353822607
160,50,F,63758.55616520967,14.30705301695845
161,40,F,148694.8302106929,32.913030652497575
162,19,M,38047.22054746265,1.2683790420186374
163,26,Other,81511.60613674599,61.004086224528024
164,52,F,33870.90251474669,85.22201854162901
165,61,F,36158.639053120816,73.35588004516079
166,26,F,43560.29860153582,7.583130469310972
167,57,F,26252.3037153314,78.36993369339008
168,28,M,117565.25021949076,80.15417596103205
169,52,M,44232.64828245873,24.333482860434977
170,31,F,138022.59696012706,32.30346164735297
171,59,M,108787.66824422721,45.742911528604886
172,57,F,136956.7678879825,62.786052874001925
173,50,Other,77036.80780048408,58.171140819706444
174,34,M,70892.67432619525,53.653890489129225
175,57,Other,90570.41037974316,43.72128617050782
176,20,Other,114971.38778520918,69.67804313293051
177,69,Other,134221.78499854697,50.0469390139926
178,47,Other,94509.61040346052,99.77156897646049
179,50,M,52303.58817588055,74.65068296469502
180,21,F,112828.33068906984,49.904167225955405
181,27,M,33379.08399673885,54.11165379697488
182,64,M,36573.52610315771,40.331441765476356
183,46,M,83226.47265942901,41.48656253146383
184,62,F,21586.39940134579,60.24582741931748
185,53,F,52733.87765790385,35.22390335688802
186,28,F,138098.5729733717,58.75578768184592
187,25,Other,80060.75447373725,94.78105062156972
188,29,F,96209.87816218364,51.08297920956213
189,42,M,22354.323896709266,87.34026698547099
190,29,M,139924.91955304844,71.01662479702647
191,59,M,94917.48682168571,61.06478959190273
192,68,M,33552.10558673523,84.20352356606188
193,28,Other,35965.4016399454,24.354697424913038
194,43,F,44221.71433423569,83.91158811124672
195,18,Other,60487.754325933354,23.51216646683415
196,32,M,69309.74079012134,74.68071553248559
197,27,M,20602.162990598372,34.016417997423275
198,69,M,132257.35827968438,92.37306294805
199,24,F,82508.80715157956,91.92701776899081
200,60,Other,78817.13709725015,14.944845017600185
201,41,M,84787.81045613237,42.47361950095024
202,41,M,67111.2068851623,58.4782466775263
203,39,F,21702.279356483374,66.69019982965435
204,24,M,144939.14127102916,15.717610047558182
205,39,Other,149593.65273997316,50.71730602279302
206,18,M,71651.35500948771,43.25210162833819
207,36,F,46668.15326266093,19.87808434570299
208,62,M,81368.7028642999,56.919272192999024
209,35,M,120818.59017035138,45.875594640054736
210,19,F,77299.15710196966,40.67554302665727
211,55,Other,40181.23197099262,19.01088491903184
212,46,Other,142995.01007737225,37.957622311695545
213,27,Other,103719.94062107205,41.46468293871154
214,40,Other,40299.837657604745,71.88125065589236
215,46,M,91723.93738371416,26.134967840287125
216,40,Other,85716.0242837844,59.90984899034164
217,64,M,43210.80606706337,65.6218646773356
218,64,F,124690.94575652767,98.88414941358883
219,49,F,127928.5823937089,40.32116943222703
220,54,F,46647.95840405673,30.021625295840312
221,65,F,21690.250056395686,9.46534455459234
222,40,M,23449.186503596564,18.962108073889933
223,53,M,74785.19157702473,89.37449939662051
224,64,M,64436.25572072388,26.682919909697954
225,19,Other,96738.342526925,27.53830044146475
226,22,M,73223.51478486125,55.652670904346046
227,51,M,58280.548740449296,94.89687738925352
228,39,M,132900.83686672867,49.255688626701854
229,63,Other,123981.18327315098,43.09613694245411
230,68,M,54928.05672004299,54.62178725142582
231,62,M,53525.3991063163,14.79625133320959
232,60,F,147972.28349146177,53.0433280479659
233,62,F,55399.952447517964,2.8206769781992067
234,35,M,125957.07569231943,50.31098459758957
235,51,M,72682.25144359954,50.249024504009164
236,29,Other,33855.23491672767,14.861835327384451
237,44,M,54644.791138214685,73.48627326744717
238,51,M,106454.76769101321,18.361756583721508
239,62,M,74440.1682359695,38.930714296700245
240,63,F,41616.83793829032,74.06532802621068
241,68,M,98409.77423063047,25.289561858450774
242,38,Other,57530.18578019099,36.211598930029965
243,66,Other,58625.823031012755,57.07405938939282
244,51,Other,106277.25149714426,93.74614419315104
245,22,M,55088.45891098533,54.44443511191115
246,36,Other,129398.85584030564,84.79437708214117
247,62,Other,63451.705806204904,77.32030817083637
248,26,M,65700.22094744846,41.86656151006847
249,60,F,79758.59665894705,8.517407626592586
250,67,M,20304.120781351172,96.80223943250157
251,55,F,33402.186981786836,32.14505912413168
252,66,M,122701.76264294129,69.36546301211841
253,66,Other,31271.677542083868,95.8589085073891
254,36,Other,124852.94922198847,66.21955330436101
255,33,F,147474.98402339846,90.43301745096647
256,29,Other,110112.77748940022,6.10798485921229
257,43,Other,25741.506902313024,59.238111940023174
258,34,Other,92254.85558683335,47.84780169005201
259,24,F,35667.935242240375,73.37134347436988
260,68,F,74829.14576496663,79.73884195795064
261,48,F,27134.73990404174,46.05922481857945
262,59,Other,24810.99251301404,60.03071796972325
263,52,M,30003.91621179719,69.93258881193583
264,57,F,114219.68029873898,7.470277739095295
265,32,M,89992.19374950239,66.50386233297361
266,30,F,87621.85428423515,43.25488860883157
267,61,F,74275.79092362599,46.73234220698317
268,51,F,20030.878064864995,19.361818048095525
269,35,Other,29103.861747171235,1.9390579292213093
270,46,F,31510.643379770358,4.722080547419826
271,61,M,95498.4369395526,27.897010135831405
272,27,F,74309.6816817534,42.71434322542995
273,22,M,51041.0289498793,11.936937200008071
274,31,F,130866.83681994717,71.83977820818995
275,54,M,56044.533940580564,91.1235711036959
276,32,M,34230.78782828497,39.77138391349525
277,21,Other,143494.9539135293,78.84815642713966
278,60,F,147702.96696041062,88.53569883501879
279,41,Other,137484.11573278517,98.92930607152253
280,24,Other,72205.43073531336,83.9447477930413
281,68,M,35644.03906454947,5.647590357633487
282,43,M,44236.97407875309,78.17886288310858
283,23,M,27519.547953241527,96.94116038394033
284,66,M,140607.7968153777,99.49587444199709
285,59,Other,118571.00184153188,69.90604118732543
286,41,Other,126058.30624878031,23.219616611829405
287,64,M,97082.19152942141,58.4285345759433
288,51,Other,134069.91214194946,27.2944042162819
289,45,M,135537.25038296703,95.60949832474559
290,29,F,125237.08971423416,65.86895608326316
291,22,Other,31308.278788483316,41.43686809399917
292,32,F,53767.99188884241,72.6185912551699
293,43,F,30536.008067994233,22.79813699303132
294,30,M,148891.79356885626,7.09018559768427
295,62,F,97013.01200573728,82.64341562658977
296,57,F,90691.2580396619,86.5847951504275
297,50,F,87763.84058345394,86.94791960110315
298,45,M,40454.28576132838,16.879610427677136
299,30,Other,51029.704069132276,93.07894470046412
300,53,Other,110868.7959451464,19.732932438715583
301,22,Other,144970.98746403796,47.08153086822837
302,48,Other,20668.87219811292,82.17474482340191
303,47,Other,40898.78648628006,81.97873538778715
304,31,M,85970.8053889087,1.6322012999665243
305,49,M,100200.49938884648,98.13743162471492
306,34,Other,68970.39705828384,1.8981680606197715
307,62,Other,36698.333352114874,29.05095187829258
308,24,F,76191.30190602661,84.17202877138065
309,45,Other,141163.65371630227,11.148463071077247
310,21,F,143148.72547332395,17.471381106294963
311,29,F,112114.36059834182,47.88381495507377
312,39,F,29710.274308521024,85.38905126066612
313,31,Other,145954.12118713988,75.21553134254955
314,52,M,69869.59385273083,7.496988312827281
315,50,F,68338.35880103419,82.05977869235228
316,28,F,20133.83237993234,16.734890044398895
317,51,M,142759.4725445179,11.11716834967818
318,58,Other,88513.13250754208,82.76615581418976
319,28,F,120466.96140218458,23.775314620111956
320,28,Other,132847.06192919807,96.36042869057306
321,45,M,142670.06962178787,42.55300437568611
322,37,F,118812.23019695263,44.787577475710115
323,18,F,136232.89647828747,23.765505983217533
324,52,M,104716.68729886506,37.48410802865235
325,32,Other,145865.14562891383,19.367026054608992
326,34,M,120957.59086292643,77.32126261976114
327,63,F,118933.11882258985,62.995811841510125
328,61,M,138538.68454478844,96.783615097764
329,37,F,80072.64779953589,1.1219516814761628
330,24,M,98949.83827414726,25.506455604734143
331,26,F,49320.21851768561,16.921721438740818
332,39,F,62370.31031376973,59.43612994967662
333,25,Other,147965.6829623775,15.80848362408901
334,38,F,108459.36142671228,40.158963304116895
335,64,Other,113845.39163050156,66.04140189888481
336,42,M,143844.3229450332,90.87404664547938
337,28,F,117391.0130831668,15.4462853294794
338,29,M,94217.58523974135,2.81839605711346
339,39,M,92754.32885329884,1.9673138944991821
340,50,F,89451.48677693786,88.3708150961404
341,47,M,127186.8260965884,36.42233374189887
342,56,F,147070.63022092215,20.88504989636712
343,67,Other,46019.531751825314,17.580775643647907
344,66,Other,36148.59567464772,89.72590896581879
345,26,F,100158.59564212163,61.68147331169499
346,58,F,141576.23598892975,94.78769580047283
347,45,F,121844.9543724099,61.61354060223464
348,24,Other,136326.16528786859,55.21164523921989
349,39,F,82517.49808836804,5.034656503154803
350,59,F,30611.897663976644,6.974856315065816
351,40,M,82306.26071491736,61.95846017228204
352,36,Other,81123.73705056646,74.6836274939006
353,46,Other,76375.19341433056,5.322504113028758
354,61,F,22711.948107899952,65.67303890449568
355,54,M,84125.99008189395,9.071122465690243
356,68,Other,48672.94623990203,42.421579078097615
357,32,M,129258.81281600136,18.24514032124711
358,38,Other,74067.9575991023,84.77828390988589
359,54,F,148394.44328568754,4.970809949835766
360,66,Other,95227.80311441114,44.42292649976945
361,51,F,97704.06348326236,79.50265336595753
362,56,F,148977.3311242874,29.101598332255858
363,29,Other,100985.65586325276,63.52446178915953
364,32,M,37103.799066543776,71.86667150352677
365,65,F,43358.80415313145,24.516789167463887
366,31,F,43527.00385223367,85.58412424358833
367,62,M,52140.03967241301,87.20424022597862
368,64,F,86926.25601085972,36.564103570576805
369,19,Other,41258.10343605296,39.71707212852431
370,45,F,131538.21300995175,1.8940100088254748
371,18,M,50813.6214240837,24.232729787893557
372,27,Other,77463.16859177148,33.75804693592802
373,46,F,107020.75218971698,15.429900256230418
374,22,Other,143315.8361306864,26.000250425466508
375,37,M,98719.96049383476,36.316473250960165
376,29,M,121632.74287985382,70.83317381710816
377,45,Other,132875.26646672364,21.378279793640058
378,37,F,148270.087446431,13.174110044433045
379,54,F,25114.660286906255,13.088881486992653
380,23,M,141403.75227862765,32.2994543926983
381,66,Other,25404.471676550973,15.685976895246798
382,67,Other,20642.19752147325,95.22936675690066
383,67,M,132829.37828760286,46.01924570775205
384,64,Other,83550.05543339963,67.01956149706433
385,37,Other,23896.566683448134,31.4850642175279
386,33,F,46240.948775983285,67.66981089916682
387,67,M,32207.09305262439,67.5876097042875
388,49,F,132858.4930690757,18.537829155291206
389,51,M,128954.98765425434,94.5168077279283
390,27,F,84632.71932109556,62.16687677992017
391,25,Other,94179.26706304785,4.0083189099868495
392,25,M,109638.47763410295,67.9748251919474
393,36,Other,105655.11113024544,39.99257615976169
394,22,M,33857.093940038794,66.12668515570057
395,67,F,61354.50197035554,86.77742808523689
396,42,M,121710.11292757555,57.13460983768011
397,58,Other,134207.02296917525,41.009891843452266
398,63,F,76962.4050335584,90.23618930925599
399,30,M,61235.44317950182,87.02116192851653
400,18,F,90783.58273491044,1.5701073893140354
401,32,M,67639.99953328172,40.22109646931629
402,38,Other,70512.55316514496,45.420668639630534
403,66,M,77774.5288576562,2.452038647580117
404,28,Other,41897.77006855355,64.61502092577177
405,19,F,85057.8901869964,54.694002832994094
406,25,F,82293.64409186502,3.538564514837133
407,43,M,69425.43044216142,40.48345530879315
408,54,Other,89368.3310744942,61.18260418655102
409,65,Other,125688.14603309215,72.09418454642295
410,60,M,126911.14444621756,43.6553470622653
411,33,Other,29266.43510717131,95.51134297329745
412,53,Other,69409.6861618367,20.518258530714856
413,30,F,45292.58201408913,17.466829166571074
414,21,M,57033.47725504997,31.42170652770237
415,64,Other,95521.1669241637,9.873007576339269
416,47,F,71987.6768845403,97.69579862759531
417,43,M,87922.53526709539,13.199042763044439
418,61,F,123971.54240512282,19.273927824166265
419,66,F,44079.69805116326,91.85749642796635
420,37,F,124779.03147077055,55.472427673469916
421,62,F,34599.56477345849,1.2558174696532562
422,39,F,86972.77214338511,59.76031834319157
423,43,M,104058.76874497182,18.302570839910338
424,59,M,50793.17266668267,78.27202600914232
425,67,Other,130652.6539108602,67.47104228353082
426,42,F,119665.29757605278,15.820692827738815
427,67,M,41841.84700683225,73.95050074947403
428,51,M,48176.17401180083,10.475740996496011
429,65,M,103456.29505762458,61.102309572789295
430,49,Other,50153.12249507681,39.69969359464595
431,42,F,55690.2330200163,60.107644772673474
432,35,Other,77553.20568133853,45.133300543145666
433,58,M,22056.741929525717,34.76791242294783
434,63,Other,98418.5233277384,34.38548614278662
435,49,Other,120440.95456841974,27.224649276436608
436,54,M,97447.59466456437,40.717603489859286
437,50,Other,64662.861720841516,62.098422556169034
438,30,M,128142.20472268487,67.29065899726223
439,61,Other,103221.86909766159,27.843596213518296
440,25,F,108417.15104344868,23.852089726247193
441,20,F,107033.30417576472,99.41979676089558
442,19,F,92511.84425810324,73.33440051368537
443,47,F,93098.58606412828,95.80490316603264
444,30,M,109700.63580668655,20.89243517724659
445,33,F,32567.93845407355,45.58672268956033
446,33,M,59110.90408592316,98.14240106008609
447,20,F,50503.47064120896,40.5322756651215
448,57,F,149022.8552805888,92.77309582450523
449,61,M,129464.32826893477,52.574839749932174
450,23,F,31586.17617508216,75.77177162918399
451,50,M,127388.7919328287,78.4207806793682
452,51,M,24700.849468219076,31.00970723858753
453,67,M,66817.73297129749,9.676631929620015
454,44,M,91994.29129260892,31.24690675514433
455,69,F,78136.33026562864,60.45883900270111
456,23,Other,122215.87437842229,57.8841508494589
457,54,F,85149.88989366127,40.32069896549189
458,55,F,101633.50686044266,67.75607683449579
459,59,F,113784.86875273513,14.986526878275074
460,24,F,30519.506796662783,40.895037697750986
461,19,Other,110343.64155732002,35.26387292724077
462,37,F,103326.37005489317,82.42557579980173
463,42,M,132061.88269544093,92.35296186082604
464,31,M,98812.88190762707,76.71617028939654
465,69,Other,143863.67858816826,82.69487597414124
466,30,M,35829.04844628572,48.34516828175916
467,21,M,50231.676587499416,8.916574041570893
468,29,M,141738.39260487587,87.73441406720622
469,46,Other,103307.42090972682,22.38778006845036
470,19,Other,39763.23090672425,7.073613083956148
471,36,F,79774.05509001162,6.758215755042103
472,28,F,27511.472929527663,69.80848765699676
473,26,Other,51093.413548070326,15.08268750003242
474,26,F,54500.363194465295,18.598872397273574
475,33,M,86224.87665947266,99.6729885314447
476,34,M,99978.52697003141,31.319108457874556
477,69,F,75390.83990574829,13.940327297279747
478,69,Other,78472.00434677192,20.267628670255743
479,24,Other,73836.86782876051,82.92625166112056
480,54,M,120009.63617337418,2.0920951784360744
481,19,F,82574.73971259207,2.900035405482612
482,32,M,118837.67700587754,14.573860867170906
483,56,M,47976.24336224087,2.199956689745434
484,67,M,146863.58813830698,80.35217407641596
485,62,M,34265.70582807546,55.247989408395604
486,38,Other,39400.911133522895,13.59277650605751
487,51,F,81882.35681793964,38.21294022943116
488,69,M,79728.07989277826,78.71663783986862
489,30,M,144193.50924551068,78.90343523927422
490,26,M,109457.51179125048,44.3227092814838
491,46,M,129313.30532536993,4.804208547270175
492,57,M,127267.18547073149,50.049758242637196
493,25,Other,78516.17621456875,23.46950474217105
494,34,Other,87393.04285287653,15.866731080887124
495,49,M,77625.50136767037,5.735251219016441
496,25,M,117006.94347263902,66.2445178861644
497,68,Other,21574.10178053537,95.69363843164854
498,38,F,80053.10176722426,99.16725247815712
499,69,Other,142501.00065751508,78.6004249999997
500,68,Other,73577.0209341603,55.41198832817352
